Book,Chapter,Text
Psalms,11,למנצח לדוד ביהוה חסיתי איך תאמרו לנפשׁי(נודו)[נודי]הרכם צפור׃ כי הנה הרשׁעים ידרכון קשׁת כוננו חצם על יתר לירות במו אפל לישׁרי לב׃ כי השׁתות יהרסון צדיק מה פעל׃ יהוה בהיכל קדשׁו יהוה בשׁמים כסאו עיניו יחזו עפעפיו יבחנו בני אדם׃ יהוה צדיק יבחן ורשׁע ואהב חמס שׂנאה נפשׁו׃ ימטר על רשׁעים פחים אשׁ וגפרית ורוח זלעפות מנת כוסם׃ כי צדיק יהוה צדקות אהב ישׁר יחזו פנימו׃
Psalms,12,למנצח על השׁמינית מזמור לדוד׃ הושׁיעה יהוה כי גמר חסיד כי פסו אמונים מבני אדם׃ שׁוא ידברו אישׁ את רעהו שׂפת חלקות בלב ולב ידברו׃ יכרת יהוה כל שׂפתי חלקות לשׁון מדברת גדלות׃ אשׁר אמרו ללשׁננו נגביר שׂפתינו אתנו מי אדון לנו׃ משׁד עניים מאנקת אביונים עתה אקום יאמר יהוה אשׁית בישׁע יפיח לו׃ אמרות יהוה אמרות טהרות כסף צרוף בעליל לארץ מזקק שׁבעתים׃ אתה יהוה תשׁמרם תצרנו מן הדור זו לעולם׃ סביב רשׁעים יתהלכון כרם זלות לבני אדם׃
Psalms,13,למנצח מזמור לדוד׃ עד אנה יהוה תשׁכחני נצח עד אנה תסתיר את פניך ממני׃ עד אנה אשׁית עצות בנפשׁי יגון בלבבי יומם עד אנה ירום איבי עלי׃ הביטה ענני יהוה אלהי האירה עיני פן אישׁן המות׃ פן יאמר איבי יכלתיו צרי יגילו כי אמוט׃ ואני בחסדך בטחתי יגל לבי בישׁועתך אשׁירה ליהוה כי גמל עלי׃
Psalms,14,למנצח לדוד אמר נבל בלבו אין אלהים השׁחיתו התעיבו עלילה אין עשׂה טוב׃ יהוה משׁמים השׁקיף על בני אדם לראות הישׁ משׂכיל דרשׁ את אלהים׃ הכל סר יחדו נאלחו אין עשׂה טוב אין גם אחד׃ הלא ידעו כל פעלי און אכלי עמי אכלו לחם יהוה לא קראו׃ שׁם פחדו פחד כי אלהים בדור צדיק׃ עצת עני תבישׁו כי יהוה מחסהו׃ מי יתן מציון ישׁועת ישׂראל בשׁוב יהוה שׁבות עמו יגל יעקב ישׂמח ישׂראל׃
Psalms,15,מזמור לדוד יהוה מי יגור באהלך מי ישׁכן בהר קדשׁך׃ הולך תמים ופעל צדק ודבר אמת בלבבו׃ לא רגל על לשׁנו לא עשׂה לרעהו רעה וחרפה לא נשׂא על קרבו׃ נבזה בעיניו נמאס ואת יראי יהוה יכבד נשׁבע להרע ולא ימר׃ כספו לא נתן בנשׁך ושׁחד על נקי לא לקח עשׂה אלה לא ימוט לעולם׃
Psalms,16,מכתם לדוד שׁמרני אל כי חסיתי בך׃ אמרת ליהוה אדני אתה טובתי בל עליך׃ לקדושׁים אשׁר בארץ המה ואדירי כל חפצי בם׃ ירבו עצבותם אחר מהרו בל אסיך נסכיהם מדם ובל אשׂא את שׁמותם על שׂפתי׃ יהוה מנת חלקי וכוסי אתה תומיך גורלי׃ חבלים נפלו לי בנעמים אף נחלת שׁפרה עלי׃ אברך את יהוה אשׁר יעצני אף לילות יסרוני כליותי׃ שׁויתי יהוה לנגדי תמיד כי מימיני בל אמוט׃ לכן שׂמח לבי ויגל כבודי אף בשׂרי ישׁכן לבטח׃ כי לא תעזב נפשׁי לשׁאול לא תתן חסידך לראות שׁחת׃ תודיעני ארח חיים שׂבע שׂמחות את פניך נעמות בימינך נצח׃
Psalms,17,תפלה לדוד שׁמעה יהוה צדק הקשׁיבה רנתי האזינה תפלתי בלא שׂפתי מרמה׃ מלפניך משׁפטי יצא עיניך תחזינה מישׁרים׃ בחנת לבי פקדת לילה צרפתני בל תמצא זמתי בל יעבר פי׃ לפעלות אדם בדבר שׂפתיך אני שׁמרתי ארחות פריץ׃ תמך אשׁרי במעגלותיך בל נמוטו פעמי׃ אני קראתיך כי תענני אל הט אזנך לי שׁמע אמרתי׃ הפלה חסדיך מושׁיע חוסים ממתקוממים בימינך׃ שׁמרני כאישׁון בת עין בצל כנפיך תסתירני׃ מפני רשׁעים זו שׁדוני איבי בנפשׁ יקיפו עלי׃ חלבמו סגרו פימו דברו בגאות׃ אשׁרינו עתה(סבבוני)[סבבונו]עיניהם ישׁיתו לנטות בארץ׃ דמינו כאריה יכסוף לטרף וככפיר ישׁב במסתרים׃ קומה יהוה קדמה פניו הכריעהו פלטה נפשׁי מרשׁע חרבך׃ ממתים ידך יהוה ממתים מחלד חלקם בחיים(וצפינך)[וצפונך]תמלא בטנם ישׂבעו בנים והניחו יתרם לעולליהם׃ אני בצדק אחזה פניך אשׂבעה בהקיץ תמונתך׃
Psalms,18,למנצח לעבד יהוה לדוד אשׁר דבר ליהוה את דברי השׁירה הזאת ביום הציל יהוה אותו מכף כל איביו ומיד שׁאול׃ ויאמר ארחמך יהוה חזקי׃ יהוה סלעי ומצודתי ומפלטי אלי צורי אחסה בו מגני וקרן ישׁעי משׂגבי׃ מהלל אקרא יהוה ומן איבי אושׁע׃ אפפוני חבלי מות ונחלי בליעל יבעתוני׃ חבלי שׁאול סבבוני קדמוני מוקשׁי מות׃ בצר לי אקרא יהוה ואל אלהי אשׁוע ישׁמע מהיכלו קולי ושׁועתי לפניו תבוא באזניו׃ ותגעשׁ ותרעשׁ הארץ ומוסדי הרים ירגזו ויתגעשׁו כי חרה לו׃ עלה עשׁן באפו ואשׁ מפיו תאכל גחלים בערו ממנו׃ ויט שׁמים וירד וערפל תחת רגליו׃ וירכב על כרוב ויעף וידא על כנפי רוח׃ ישׁת חשׁך סתרו סביבותיו סכתו חשׁכת מים עבי שׁחקים׃ מנגה נגדו עביו עברו ברד וגחלי אשׁ׃ וירעם בשׁמים יהוה ועליון יתן קלו ברד וגחלי אשׁ׃ וישׁלח חציו ויפיצם וברקים רב ויהמם׃ ויראו אפיקי מים ויגלו מוסדות תבל מגערתך יהוה מנשׁמת רוח אפך׃ ישׁלח ממרום יקחני ימשׁני ממים רבים׃ יצילני מאיבי עז ומשׂנאי כי אמצו ממני׃ יקדמוני ביום אידי ויהי יהוה למשׁען לי׃ ויוציאני למרחב יחלצני כי חפץ בי׃ יגמלני יהוה כצדקי כבר ידי ישׁיב לי׃ כי שׁמרתי דרכי יהוה ולא רשׁעתי מאלהי׃ כי כל משׁפטיו לנגדי וחקתיו לא אסיר מני׃ ואהי תמים עמו ואשׁתמר מעוני׃ וישׁב יהוה לי כצדקי כבר ידי לנגד עיניו׃ עם חסיד תתחסד עם גבר תמים תתמם׃ עם נבר תתברר ועם עקשׁ תתפתל׃ כי אתה עם עני תושׁיע ועינים רמות תשׁפיל׃ כי אתה תאיר נרי יהוה אלהי יגיה חשׁכי׃ כי בך ארץ גדוד ובאלהי אדלג שׁור׃ האל תמים דרכו אמרת יהוה צרופה מגן הוא לכל החסים בו׃ כי מי אלוה מבלעדי יהוה ומי צור זולתי אלהינו׃ האל המאזרני חיל ויתן תמים דרכי׃ משׁוה רגלי כאילות ועל במתי יעמידני׃ מלמד ידי למלחמה ונחתה קשׁת נחושׁה זרועתי׃ ותתן לי מגן ישׁעך וימינך תסעדני וענותך תרבני׃ תרחיב צעדי תחתי ולא מעדו קרסלי׃ ארדוף אויבי ואשׂיגם ולא אשׁוב עד כלותם׃ אמחצם ולא יכלו קום יפלו תחת רגלי׃ ותאזרני חיל למלחמה תכריע קמי תחתי׃ ואיבי נתתה לי ערף ומשׂנאי אצמיתם׃ ישׁועו ואין מושׁיע על יהוה ולא ענם׃ ואשׁחקם כעפר על פני רוח כטיט חוצות אריקם׃ תפלטני מריבי עם תשׂימני לראשׁ גוים עם לא ידעתי יעבדוני׃ לשׁמע אזן ישׁמעו לי בני נכר יכחשׁו לי׃ בני נכר יבלו ויחרגו ממסגרותיהם׃ חי יהוה וברוך צורי וירום אלוהי ישׁעי׃ האל הנותן נקמות לי וידבר עמים תחתי׃ מפלטי מאיבי אף מן קמי תרוממני מאישׁ חמס תצילני׃ על כן אודך בגוים יהוה ולשׁמך אזמרה׃ מגדלישׁועות מלכו ועשׂה חסד למשׁיחו לדוד ולזרעו עד עולם׃
Psalms,19,למנצח מזמור לדוד׃ השׁמים מספרים כבוד אל ומעשׂה ידיו מגיד הרקיע׃ יום ליום יביע אמר ולילה ללילה יחוה דעת׃ אין אמר ואין דברים בלי נשׁמע קולם׃ בכל הארץ יצא קום ובקצה תבל מליהם לשׁמשׁ שׂם אהל בהם׃ והוא כחתן יצא מחפתו ישׂישׂ כגבור לרוץ ארח׃ מקצה השׁמים מוצאו ותקופתו על קצותם ואין נסתר מחמתו׃ תורת יהוה תמימה משׁיבת נפשׁ עדות יהוה נאמנה מחכימת פתי׃ פקודי יהוה ישׁרים משׂמחי לב מצות יהוה ברה מאירת עינים׃ יראת יהוה טהורה עומדת לעד משׁפטי יהוה אמת צדקו יחדו׃ הנחמדים מזהב ומפז רב ומתוקים מדבשׁ ונפת צופים׃ גם עבדך נזהר בהם בשׁמרם עקב רב׃ שׁגיאות מי יבין מנסתרות נקני׃ גם מזדים חשׂך עבדך אל ימשׁלו בי אז איתם ונקיתי מפשׁע רב׃ יהיו לרצון אמרי פי והגיון לבי לפניך יהוה צורי וגאלי׃
Psalms,20,למנצח מזמור לדוד׃ יענך יהוה ביום צרה ישׂגבך שׁם אלהי יעקב׃ ישׁלח עזרך מקדשׁ ומציון יסעדך׃ יזכר כל מנחתך ועולתך ידשׁנה סלה׃ יתן לך כלבבך וכל עצתך ימלא׃ נרננה בישׁועתך ובשׁם אלהינו נדגל ימלא יהוה כל משׁאלותיך׃ עתה ידעתי כי הושׁיע יהוה משׁיחו יענהו משׁמי קדשׁו בגברות ישׁע ימינו׃ אלה ברכב ואלה בסוסים ואנחנו בשׁם יהוה אלהינו נזכיר׃ המה כרעו ונפלו ואנחנו קמנו ונתעודד׃ יהוה הושׁיעה המלך יעננו ביום קראנו׃
Psalms,21,למנצח מזמור לדוד׃ יהוה בעזך ישׂמח מלך ובישׁועתך מה [יגל](יגיל)מאד׃ תאות לבו נתתה לו וארשׁת שׂפתיו בל מנעת סלה׃ כי תקדמנו ברכות טוב תשׁית לראשׁו עטרת פז׃ חיים שׁאל ממך נתתה לו ארך ימים עולם ועד׃ גדול כבודו בישׁועתך הוד והדר תשׁוה עליו׃ כי תשׁיתהו ברכות לעד תחדהו בשׂמחה את פניך׃ כי המלך בטח ביהוה ובחסד עליון בל ימוט׃ תמצא ידך לכל איביך ימינך תמצא שׂנאיך׃ תשׁיתמו כתנור אשׁ לעת פניך יהוה באפו יבלעם ותאכלם אשׁ׃ פרימו מארץ תאבד וזרעם מבני אדם׃ כי נטו עליך רעה חשׁבו מזמה בל יוכלו׃ כי תשׁיתמו שׁכם במיתריך תכונן על פניהם׃ רומה יהוה בעזך נשׁירה ונזמרה גבורתך׃
Psalms,22,למנצח על אילת השׁחר מזמור לדוד׃ אלי אלי למה עזבתני רחוק מישׁועתי דברי שׁאגתי׃ אלהי אקרא יומם ולא תענה ולילה ולא דמיה לי׃ ואתה קדושׁ יושׁב תהלות ישׂראל׃ בך בטחו אבתינו בטחו ותפלטמו׃ אליך זעקו ונמלטו בך בטחו ולא בושׁו׃ ואנכי תולעת ולא אישׁ חרפת אדם ובזוי עם׃ כל ראי ילעגו לי יפטירו בשׂפה יניעו ראשׁ׃ גל אל יהוה יפלטהו יצילהו כי חפץ בו׃ כי אתה גחי מבטן מבטיחי על שׁדי אמי׃ עליך השׁלכתי מרחם מבטן אמי אלי אתה׃ אל תרחק ממני כי צרה קרובה כי אין עוזר׃ סבבוני פרים רבים אבירי בשׁן כתרוני׃ פצו עלי פיהם אריה טרף ושׁאג׃ כמים נשׁפכתי והתפרדו כל עצמותי היה לבי כדונג נמס בתוך מעי׃ יבשׁ כחרשׂ כחי ולשׁוני מדבק מלקוחי ולעפר מות תשׁפתני׃ כי סבבוני כלבים עדת מרעים הקיפוני כארי ידי ורגלי׃ אספר כל עצמותי המה יביטו יראו בי׃ יחלקו בגדי להם ועל לבושׁי יפילו גורל׃ ואתה יהוה אל תרחק אילותי לעזרתי חושׁה׃ הצילה מחרב נפשׁי מיד כלב יחידתי׃ הושׁיעני מפי אריה ומקרני רמים עניתני׃ אספרה שׁמך לאחי בתוך קהל אהללך׃ יראי יהוה הללוהו כל זרע יעקב כבדוהו וגורו ממנו כל זרע ישׂראל׃ כי לא בזה ולא שׁקץ ענות עני ולא הסתיר פניו ממנו ובשׁועו אליו שׁמע׃ מאתך תהלתי בקהל רב נדרי אשׁלם נגד יראיו׃ יאכלו ענוים וישׂבעו יהללו יהוה דרשׁיו יחי לבבכם לעד׃ יזכרו וישׁבו אל יהוה כל אפסי ארץ וישׁתחוו לפניך כל משׁפחות גוים׃ כי ליהוה המלוכה ומשׁל בגוים׃ אכלו וישׁתחוו כל דשׁני ארץ לפניו יכרעו כל יורדי עפר ונפשׁו לא חיה׃ זרע יעבדנו יספר לאדני לדור׃ יבאו ויגידו צדקתו לעם נולד כי עשׂה׃
Psalms,23,מזמור לדוד יהוה רעי לא אחסר׃ בנאות דשׁא ירביצני על מי מנחות ינהלני׃ נפשׁי ישׁובב ינחני במעגלי צדק למען שׁמו׃ גם כי אלך בגיא צלמות לא אירא רע כי אתה עמדי שׁבטך ומשׁענתך המה ינחמני׃ תערך לפני שׁלחן נגד צררי דשׁנת בשׁמן ראשׁי כוסי רויה׃ אך טוב וחסד ירדפוני כל ימי חיי ושׁבתי בבית יהוה לארך ימים׃
Psalms,24,לדוד מזמור ליהוה הארץ ומלואה תבל וישׁבי בה׃ כי הוא על ימים יסדה ועל נהרות יכוננה׃ מי יעלה בהר יהוה ומי יקום במקום קדשׁו׃ נקי כפים ובר לבב אשׁר לא נשׂא לשׁוא נפשׁי ולא נשׁבע למרמה׃ ישׂא ברכה מאת יהוה וצדקה מאלהי ישׁעו׃ זה דור דרשׁו מבקשׁי פניך יעקב סלה׃ שׂאו שׁערים ראשׁיכם והנשׂאו פתחי עולם ויבוא מלך הכבוד׃ מי זה מלך הכבוד יהוה עזוז וגבור יהוה גבור מלחמה׃ שׂאו שׁערים ראשׁיכם ושׂאו פתחי עולם ויבא מלך הכבוד׃ מי הוא זה מלך הכבוד יהוה צבאות הוא מלך הכבוד סלה׃
Psalms,25,לדוד אליך יהוה נפשׁי אשׂא׃ אלהי בך בטחתי אל אבושׁה אל יעלצו אויבי לי׃ גם כל קויך לא יבשׁו יבשׁו הבוגדים ריקם׃ דרכיך יהוה הודיעני ארחותיך למדני׃ הדריכני באמתך ולמדני כי אתה אלהי ישׁעי אותך קויתי כל היום׃ זכר רחמיך יהוה וחסדיך כי מעולם המה׃ חטאות נעורי ופשׁעי אל תזכר כחסדך זכר לי אתה למען טובך יהוה׃ טוב וישׁר יהוה על כן יורה חטאים בדרך׃ ידרך ענוים במשׁפט וילמד ענוים דרכו׃ כל ארחות יהוה חסד ואמת לנצרי בריתו ועדתיו׃ למען שׁמך יהוה וסלחת לעוני כי רב הוא׃ מי זה האישׁ ירא יהוה יורנו בדרך יבחר׃ נפשׁו בטוב תלין וזרעו יירשׁ ארץ׃ סוד יהוה ליראיו ובריתו להודיעם׃ עיני תמיד אל יהוה כי הוא יוציא מרשׁת רגלי׃ פנה אלי וחנני כי יחיד ועני אני׃ צרות לבבי הרחיבו ממצוקותי הוציאני׃ ראה עניי ועמלי ושׂא לכל חטאותי׃ ראה איבי כי רבו ושׂנאת חמס שׂנאוני׃ שׁמרה נפשׁי והצילני אל אבושׁ כי חסיתי בך׃ תם וישׁר יצרוני כי קויתיך׃ פדה אלהים את ישׂראל מכל צרותיו׃
Psalms,26,לדוד שׁפטני יהוה כי אני בתמי הלכתי וביהוה בטחתי לא אמעד׃ בחנני יהוה ונסני(צרופה)[צרפה]כליותי ולבי׃ כי חסדך לנגד עיני והתהלכתי באמתך׃ לא ישׁבתי עם מתי שׁוא ועם נעלמים לא אבוא׃ שׂנאתי קהל מרעים ועם רשׁעים לא אשׁב׃ ארחץ בנקיון כפי ואסבבה את מזבחך יהוה׃ לשׁמע בקול תודה ולספר כל נפלאותיך׃ יהוה אהבתי מעון ביתך ומקום משׁכן כבודך׃ אל תאסף עם חטאים נפשׁי ועם אנשׁי דמים חיי׃ אשׁר בידיהם זמה וימינם מלאה שׁחד׃ ואני בתמי אלך פדני וחנני׃ רגלי עמדה במישׁור במקהלים אברך יהוה׃
Psalms,27,לדוד יהוה אורי וישׁעי ממי אירא יהוה מעוז חיי ממי אפחד׃ בקרב עלי מרעים לאכל את בשׂרי צרי ואיבי לי המה כשׁלו ונפלו׃ אם תחנה עלי מחנה לא יירא לבי אם תקום עלי מלחמה בזאת אני בוטח׃ אחת שׁאלתי מאת יהוה אותה אבקשׁ שׁבתי בבית יהוה כל ימי חיי לחזות בנעם יהוה ולבקר בהיכלו׃ כי יצפנני בסכה ביום רעה יסתרני בסתר אהלו בצור ירוממני׃ ועתה ירום ראשׁי על איבי סביבותי ואזבחה באהלו זבחי תרועה אשׁירה ואזמרה ליהוה׃ שׁמע יהוה קולי אקרא וחנני וענני׃ לך אמר לבי בקשׁו פני את פניך יהוה אבקשׁ׃ אל תסתר פניך ממני אל תט באף עבדך עזרתי היית אל תטשׁני ואל תעזבני אלהי ישׁעי׃ כי אבי ואמי עזבוני ויהוה יאספני׃ הורני יהוה דרכך ונחני בארח מישׁור למען שׁוררי׃ אל תתנני בנפשׁ צרי כי קמו בי עדי שׁקר ויפח חמס׃ לׅׄוׅׄלׅׄאׅׄ האמנתי לראות בטוב יהוה בארץ חיים׃ קוה אל יהוה חזק ויאמץ לבך וקוה אל יהוה׃
Psalms,28,לדוד אליך יהוה אקרא צורי אל תחרשׁ ממני פן תחשׁה ממני ונמשׁלתי עם יורדי בור׃ שׁמע קול תחנוני בשׁועי אליך בנשׂאי ידי אל דביר קדשׁך׃ אל תמשׁכני עם רשׁעים ועם פעלי און דברי שׁלום עם רעיהם ורעה בלבבם׃ תן להם כפעלם וכרע מעלליהם כמעשׂה ידיהם תן להם השׁב גמולם להם׃ כי לא יבינו אל פעלת יהוה ואל מעשׂה ידיו יהרסם ולא יבנם׃ ברוך יהוה כי שׁמע קול תחנוני׃ יהוה עזי ומגני בו בטח לבי ונעזרתי ויעלז לבי ומשׁירי אהודנו׃ יהוה עז למו ומעוז ישׁועות משׁיחו הוא׃ הושׁיעה את עמך וברך את נחלתך ורעם ונשׂאם עד העולם׃
